68
47.773090,97.665276
49.386086,115.260414
52.639862,130.607605
55.834408,145.256485
60.112476,160.292862
68.124718,174.049774
78.015030,183.465652
91.522263,191.664703
112.111809,195.846893
132.734283,191.484573
146.211899,183.525925
156.047226,174.280441
164.008362,160.668640
168.299377,145.699814
171.326508,130.940582
174.275757,115.502777
175.833908,97.723465
58.145515,75.941826
65.220329,69.551613
75.158264,67.248985
84.582565,68.080627
93.461411,69.939667
130.053360,69.732994
138.989578,67.772346
148.466614,66.910980
158.577621,69.205986
165.655396,75.788475
112.026245,88.065636
112.081314,100.167328
112.181717,112.724838
112.161163,123.511284
100.849083,130.957657
105.210976,132.109192
112.000000,133.284698
118.726059,132.093384
122.989632,130.883987
71.255844,88.867203
76.999634,84.804535
85.503044,84.999870
93.452698,89.368279
86.341118,91.364243
77.096870,91.824699
129.879211,89.396843
137.861237,84.916679
146.519394,84.838837
152.527023,88.981979
146.569641,91.722115
137.177887,91.356186
87.324623,153.685867
95.627800,148.483475
106.253563,145.402496
111.972427,146.309830
117.648346,145.409485
128.364899,148.397751
136.077255,153.673218
127.411621,158.095352
119.913994,161.454453
112.021317,161.728775
104.143463,161.451263
96.684685,158.108765
89.734497,152.909164
104.671700,151.156921
111.896820,151.115692
119.146736,151.207932
134.495789,153.009583
119.123947,153.227936
111.950996,153.579651
104.789650,153.163315
5
81.774864,88.538139
141.755737,88.535439
112.000000,133.284698
87.324623,153.685867
136.077255,153.673218
