               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.025272,            0.006471,           0.0038157,             0.99658,                   1,               0.995,             0.82658,             0.01334,           0.0036218,           0.0020807,           0.0036838,           0.0036838,           0.0036838
                 321,            0.024689,           0.0061674,           0.0023113,             0.99667,                   1,               0.995,             0.84768,            0.013841,            0.003664,            0.002071,            0.003664,            0.003664,            0.003664
                 322,            0.022456,           0.0070482,           0.0023913,             0.99697,                   1,               0.995,             0.70699,            0.016828,           0.0039541,           0.0020566,           0.0036442,           0.0036442,           0.0036442
                 323,            0.022538,           0.0070214,            0.002286,             0.99701,                   1,               0.995,             0.81232,            0.013988,           0.0037769,           0.0020634,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022966,           0.0081045,           0.0024511,             0.99701,                   1,               0.995,             0.81232,            0.013988,           0.0037769,           0.0020634,           0.0036046,           0.0036046,           0.0036046
                 325,            0.021645,           0.0068016,           0.0023653,             0.99687,                   1,               0.995,             0.82436,            0.013945,           0.0037237,           0.0020561,           0.0035848,           0.0035848,           0.0035848
                 326,            0.020419,           0.0081148,           0.0027262,             0.99674,                   1,               0.995,             0.77372,            0.016244,           0.0040062,           0.0020477,            0.003565,            0.003565,            0.003565
                 327,            0.027562,           0.0091505,           0.0028252,             0.99671,                   1,               0.995,             0.85003,            0.012109,            0.003703,           0.0020523,           0.0035452,           0.0035452,           0.0035452
                 328,            0.021965,           0.0074983,           0.0030558,             0.99671,                   1,               0.995,             0.85003,            0.012109,            0.003703,           0.0020523,           0.0035254,           0.0035254,           0.0035254
                 329,             0.01916,           0.0071831,           0.0022476,             0.99663,                   1,               0.995,             0.81335,            0.012392,           0.0037454,           0.0020547,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020896,            0.008544,            0.002623,             0.99607,                   1,               0.995,              0.7776,            0.015521,           0.0038906,           0.0020544,           0.0034858,           0.0034858,           0.0034858
                 331,            0.025682,           0.0078264,           0.0022605,             0.99629,                   1,               0.995,             0.81245,            0.011474,           0.0036488,           0.0020511,            0.003466,            0.003466,            0.003466
                 332,            0.018201,            0.006678,           0.0033414,             0.99629,                   1,               0.995,             0.81245,            0.011474,           0.0036488,           0.0020511,           0.0034462,           0.0034462,           0.0034462
                 333,            0.018706,           0.0065568,           0.0024574,             0.99644,                   1,               0.995,             0.83986,            0.010893,           0.0036128,            0.002046,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020102,             0.00668,           0.0025057,             0.99641,                   1,               0.995,             0.81603,            0.012851,           0.0037151,           0.0020395,           0.0034066,           0.0034066,           0.0034066
                 335,            0.019991,           0.0079119,           0.0023747,              0.9966,                   1,               0.995,             0.81845,            0.012542,           0.0037117,           0.0020425,           0.0033868,           0.0033868,           0.0033868
                 336,            0.024781,            0.007688,            0.002707,              0.9966,                   1,               0.995,             0.81845,            0.012542,           0.0037117,           0.0020425,            0.003367,            0.003367,            0.003367
                 337,            0.020966,           0.0059829,            0.002298,             0.99669,                   1,               0.995,             0.85267,            0.011079,              0.0036,           0.0020405,           0.0033472,           0.0033472,           0.0033472
                 338,            0.020779,           0.0075588,           0.0024147,             0.99656,                   1,               0.995,             0.85004,            0.012892,           0.0036763,           0.0020377,           0.0033274,           0.0033274,           0.0033274
                 339,            0.021547,           0.0077868,           0.0023021,             0.99686,                   1,               0.995,             0.84202,            0.011865,            0.003604,           0.0020326,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021027,           0.0066914,            0.002342,             0.99686,                   1,               0.995,             0.84202,            0.011865,            0.003604,           0.0020326,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018935,           0.0071558,           0.0033261,               0.997,                   1,               0.995,             0.85409,            0.010715,           0.0035494,            0.002039,            0.003268,            0.003268,            0.003268
                 342,             0.02104,           0.0075812,           0.0023326,             0.99669,                   1,               0.995,             0.83546,            0.011492,           0.0036624,            0.002049,           0.0032482,           0.0032482,           0.0032482
                 343,            0.019748,           0.0067453,           0.0024305,             0.99674,                   1,               0.995,             0.82199,              0.0134,           0.0037781,           0.0020323,           0.0032284,           0.0032284,           0.0032284
                 344,            0.019594,           0.0068213,           0.0032498,             0.99674,                   1,               0.995,             0.82199,              0.0134,           0.0037781,           0.0020323,           0.0032086,           0.0032086,           0.0032086
                 345,             0.01955,           0.0068774,           0.0022507,              0.9967,                   1,               0.995,             0.83614,            0.012382,           0.0037308,            0.002036,           0.0031888,           0.0031888,           0.0031888
                 346,            0.019628,           0.0061271,           0.0028022,             0.99689,                   1,               0.995,             0.83845,            0.010524,           0.0036294,           0.0020477,            0.003169,            0.003169,            0.003169
                 347,            0.020462,           0.0071753,           0.0023965,             0.99679,                   1,               0.995,             0.77878,            0.014584,            0.003925,           0.0020267,           0.0031492,           0.0031492,           0.0031492
                 348,            0.025279,           0.0077929,           0.0024793,             0.99679,                   1,               0.995,             0.77878,            0.014584,            0.003925,           0.0020267,           0.0031294,           0.0031294,           0.0031294
                 349,            0.021968,           0.0077886,           0.0024989,             0.99675,                   1,               0.995,             0.79283,            0.012399,            0.003772,           0.0020204,           0.0031096,           0.0031096,           0.0031096
                 350,            0.020663,           0.0069531,           0.0022896,             0.99679,                   1,               0.995,             0.85111,            0.015439,           0.0038062,            0.002012,           0.0030898,           0.0030898,           0.0030898
                 351,             0.02479,           0.0073948,           0.0029732,             0.99675,                   1,               0.995,             0.85042,            0.011869,           0.0036183,           0.0020134,             0.00307,             0.00307,             0.00307
                 352,            0.018585,           0.0070845,           0.0032551,             0.99675,                   1,               0.995,             0.85042,            0.011869,           0.0036183,           0.0020134,           0.0030502,           0.0030502,           0.0030502
                 353,            0.017313,           0.0077165,           0.0023064,              0.9967,                   1,               0.995,             0.88831,            0.010237,           0.0035129,           0.0020154,           0.0030304,           0.0030304,           0.0030304
                 354,            0.018957,           0.0077208,           0.0025475,             0.99663,                   1,               0.995,             0.85952,            0.012347,           0.0036873,           0.0020084,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020652,           0.0068812,           0.0025705,             0.99677,                   1,               0.995,             0.82985,            0.011802,            0.003653,           0.0019995,           0.0029908,           0.0029908,           0.0029908
                 356,            0.023933,           0.0084353,            0.002634,             0.99677,                   1,               0.995,             0.82985,            0.011802,            0.003653,           0.0019995,            0.002971,            0.002971,            0.002971
                 357,            0.019217,           0.0078859,           0.0022248,              0.9969,                   1,               0.995,             0.84701,            0.011239,           0.0035877,            0.001985,           0.0029512,           0.0029512,           0.0029512
                 358,            0.020478,           0.0076077,           0.0022179,             0.99686,                   1,               0.995,             0.85384,            0.012924,           0.0036981,           0.0019745,           0.0029314,           0.0029314,           0.0029314
                 359,            0.020339,           0.0076658,           0.0023711,             0.99672,                   1,               0.995,             0.84405,            0.010682,           0.0036186,           0.0019741,           0.0029116,           0.0029116,           0.0029116
                 360,            0.019872,            0.005936,           0.0021741,             0.99672,                   1,               0.995,             0.84405,            0.010682,           0.0036186,           0.0019741,           0.0028918,           0.0028918,           0.0028918
                 361,            0.018287,           0.0061926,           0.0027114,             0.99667,                   1,               0.995,             0.87829,            0.010032,           0.0035523,           0.0019729,            0.002872,            0.002872,            0.002872
                 362,            0.019559,           0.0067589,           0.0024955,             0.99654,                   1,               0.995,             0.87955,            0.012447,           0.0037219,           0.0019452,           0.0028522,           0.0028522,           0.0028522
                 363,            0.021907,           0.0074147,           0.0022426,             0.99637,                   1,               0.995,             0.85425,            0.011104,           0.0036064,           0.0019455,           0.0028324,           0.0028324,           0.0028324
                 364,             0.02021,           0.0070707,           0.0022888,             0.99637,                   1,               0.995,             0.85425,            0.011104,           0.0036064,           0.0019455,           0.0028126,           0.0028126,           0.0028126
                 365,             0.02004,           0.0080238,           0.0028244,             0.99629,                   1,               0.995,             0.87504,            0.009765,            0.003524,           0.0019391,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017887,           0.0072379,           0.0023588,             0.99614,                   1,               0.995,             0.87039,            0.010574,           0.0034709,           0.0019266,            0.002773,            0.002773,            0.002773
                 367,            0.017911,           0.0077218,           0.0032851,             0.99623,                   1,               0.995,             0.82055,            0.011221,           0.0036194,           0.0019086,           0.0027532,           0.0027532,           0.0027532
                 368,            0.021158,            0.006412,           0.0021945,             0.99623,                   1,               0.995,             0.82055,            0.011221,           0.0036194,           0.0019086,           0.0027334,           0.0027334,           0.0027334
                 369,            0.019902,           0.0073905,            0.002209,             0.99623,                   1,               0.995,             0.83452,            0.010544,           0.0035308,           0.0018965,           0.0027136,           0.0027136,           0.0027136
                 370,            0.019807,           0.0069844,           0.0020621,              0.9963,                   1,               0.995,             0.82238,            0.011047,           0.0035364,           0.0018721,           0.0026938,           0.0026938,           0.0026938
                 371,             0.02105,            0.008018,           0.0021354,             0.99637,                   1,               0.995,             0.85321,            0.010945,           0.0035072,           0.0018465,            0.002674,            0.002674,            0.002674
                 372,            0.021064,           0.0075341,           0.0020537,             0.99637,                   1,               0.995,             0.85321,            0.010945,           0.0035072,           0.0018465,           0.0026542,           0.0026542,           0.0026542
                 373,             0.02117,             0.00675,           0.0025584,             0.99634,                   1,               0.995,              0.8702,            0.011834,            0.003465,           0.0018323,           0.0026344,           0.0026344,           0.0026344
                 374,            0.018395,           0.0065966,           0.0020649,             0.99627,                   1,               0.995,             0.85874,            0.010261,           0.0034799,           0.0018174,           0.0026146,           0.0026146,           0.0026146
                 375,            0.018683,            0.007193,           0.0021322,             0.99623,                   1,               0.995,             0.81448,              0.0122,           0.0035917,            0.001796,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020542,            0.007105,           0.0019527,             0.99623,                   1,               0.995,             0.81448,              0.0122,           0.0035917,            0.001796,            0.002575,            0.002575,            0.002575
                 377,            0.017792,             0.00633,           0.0019074,             0.99613,                   1,               0.995,             0.82895,            0.010584,           0.0034741,           0.0017805,           0.0025552,           0.0025552,           0.0025552
                 378,            0.017275,            0.006709,           0.0020278,             0.99593,                   1,               0.995,             0.85029,            0.010993,            0.003533,           0.0017722,           0.0025354,           0.0025354,           0.0025354
                 379,            0.019584,           0.0063954,           0.0023256,             0.99568,                   1,               0.995,             0.84566,            0.010223,            0.003492,           0.0017626,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016401,            0.006483,             0.00238,             0.99568,                   1,               0.995,             0.84566,            0.010223,            0.003492,           0.0017626,           0.0024958,           0.0024958,           0.0024958
                 381,             0.01628,           0.0078566,           0.0019095,             0.99528,                   1,               0.995,             0.85507,            0.010144,           0.0035155,           0.0017483,            0.002476,            0.002476,            0.002476
                 382,            0.017435,              0.0071,           0.0020831,             0.99557,                   1,               0.995,             0.84437,            0.011242,            0.003649,           0.0017369,           0.0024562,           0.0024562,           0.0024562
                 383,            0.019561,           0.0072235,           0.0019106,             0.99549,                   1,               0.995,             0.85916,            0.010082,           0.0034112,           0.0017171,           0.0024364,           0.0024364,           0.0024364
                 384,            0.018471,           0.0064431,           0.0021418,             0.99549,                   1,               0.995,             0.85916,            0.010082,           0.0034112,           0.0017171,           0.0024166,           0.0024166,           0.0024166
                 385,            0.017066,             0.00798,           0.0019353,             0.99574,                   1,               0.995,             0.86776,            0.010064,           0.0033615,           0.0017077,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016355,           0.0064656,           0.0020703,             0.99623,                   1,               0.995,             0.87628,           0.0097832,           0.0033603,           0.0016929,            0.002377,            0.002377,            0.002377
                 387,            0.019407,           0.0075577,           0.0020303,             0.99629,                   1,               0.995,              0.8062,            0.014446,           0.0036858,           0.0016705,           0.0023572,           0.0023572,           0.0023572
                 388,            0.019798,           0.0074674,           0.0018678,             0.99629,                   1,               0.995,              0.8062,            0.014446,           0.0036858,           0.0016705,           0.0023374,           0.0023374,           0.0023374
                 389,            0.018577,           0.0077124,            0.001908,             0.99639,                   1,               0.995,             0.82557,            0.014107,           0.0036208,           0.0016636,           0.0023176,           0.0023176,           0.0023176
                 390,            0.019932,           0.0067603,           0.0020821,             0.99645,                   1,               0.995,             0.85154,            0.010417,           0.0033517,           0.0016623,           0.0022978,           0.0022978,           0.0022978
                 391,            0.017658,           0.0073099,           0.0019623,             0.99666,                   1,               0.995,             0.82748,            0.011148,           0.0034176,           0.0016564,            0.002278,            0.002278,            0.002278
                 392,            0.021543,            0.006607,           0.0019917,             0.99666,                   1,               0.995,             0.82748,            0.011148,           0.0034176,           0.0016564,           0.0022582,           0.0022582,           0.0022582
                 393,            0.017537,            0.007309,           0.0022815,             0.99666,                   1,               0.995,             0.82952,            0.010694,           0.0034034,           0.0016585,           0.0022384,           0.0022384,           0.0022384
                 394,            0.017996,           0.0065717,           0.0019382,             0.99664,                   1,               0.995,             0.88179,           0.0098135,            0.003328,           0.0016586,           0.0022186,           0.0022186,           0.0022186
                 395,            0.019748,           0.0080717,           0.0022747,             0.99659,                   1,               0.995,             0.82473,            0.011484,           0.0034852,           0.0016499,           0.0021988,           0.0021988,           0.0021988
                 396,            0.019963,           0.0064496,           0.0018619,             0.99659,                   1,               0.995,             0.82473,            0.011484,           0.0034852,           0.0016499,            0.002179,            0.002179,            0.002179
                 397,            0.015759,           0.0076223,           0.0027653,              0.9967,                   1,               0.995,             0.83759,            0.010378,           0.0034117,            0.001648,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017459,           0.0074306,           0.0020164,             0.99662,                   1,               0.995,             0.86185,            0.009808,           0.0033614,           0.0016443,           0.0021394,           0.0021394,           0.0021394
                 399,            0.017502,           0.0060583,           0.0017739,             0.99664,                   1,               0.995,             0.83917,              0.0114,           0.0035056,           0.0016333,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017864,           0.0058554,            0.001983,             0.99664,                   1,               0.995,             0.83917,              0.0114,           0.0035056,           0.0016333,           0.0020998,           0.0020998,           0.0020998
                 401,            0.018806,           0.0077657,           0.0021084,             0.99673,                   1,               0.995,             0.81828,            0.011748,           0.0035328,           0.0016296,             0.00208,             0.00208,             0.00208
                 402,            0.017451,           0.0066308,           0.0019155,             0.99686,                   1,               0.995,             0.87725,           0.0092385,           0.0033014,           0.0016276,           0.0020602,           0.0020602,           0.0020602
                 403,             0.01738,           0.0060314,           0.0018642,             0.99694,                   1,               0.995,             0.84183,            0.010963,           0.0035439,           0.0016196,           0.0020404,           0.0020404,           0.0020404
                 404,            0.018376,           0.0066661,           0.0023247,             0.99694,                   1,               0.995,             0.84183,            0.010963,           0.0035439,           0.0016196,           0.0020206,           0.0020206,           0.0020206
                 405,             0.01625,           0.0061928,           0.0017726,             0.99709,                   1,               0.995,             0.88308,            0.010054,           0.0035055,           0.0016193,           0.0020008,           0.0020008,           0.0020008
                 406,            0.017941,            0.006459,           0.0018338,             0.99725,                   1,               0.995,             0.85516,           0.0093313,             0.00353,           0.0016156,            0.001981,            0.001981,            0.001981
                 407,            0.018357,           0.0066585,           0.0028518,             0.99721,                   1,               0.995,             0.86604,           0.0098785,           0.0035485,           0.0016053,           0.0019612,           0.0019612,           0.0019612
                 408,            0.016267,           0.0064332,           0.0017131,             0.99721,                   1,               0.995,             0.86604,           0.0098785,           0.0035485,           0.0016053,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014819,           0.0071777,           0.0017628,             0.99723,                   1,               0.995,             0.85868,            0.009556,           0.0035073,           0.0016007,           0.0019216,           0.0019216,           0.0019216
                 410,            0.015104,             0.00734,           0.0018121,             0.99713,                   1,               0.995,             0.87625,           0.0089065,           0.0034582,           0.0015952,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015497,           0.0063843,            0.001697,              0.9972,                   1,               0.995,              0.8794,           0.0094145,           0.0034976,           0.0015795,            0.001882,            0.001882,            0.001882
                 412,            0.016455,           0.0067717,           0.0018289,              0.9972,                   1,               0.995,              0.8794,           0.0094145,           0.0034976,           0.0015795,           0.0018622,           0.0018622,           0.0018622
                 413,            0.016748,            0.006228,           0.0019095,             0.99709,                   1,               0.995,             0.88146,           0.0088843,           0.0034408,           0.0015692,           0.0018424,           0.0018424,           0.0018424
                 414,            0.016647,            0.006707,           0.0017689,             0.99696,                   1,               0.995,             0.87284,           0.0089964,           0.0035055,           0.0015634,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016553,           0.0068058,           0.0016881,             0.99699,                   1,               0.995,             0.87506,            0.010024,           0.0035942,           0.0015508,           0.0018028,           0.0018028,           0.0018028
                 416,            0.018931,           0.0068733,             0.00277,             0.99699,                   1,               0.995,             0.87506,            0.010024,           0.0035942,           0.0015508,            0.001783,            0.001783,            0.001783
                 417,            0.018752,           0.0082644,           0.0019389,             0.99696,                   1,               0.995,             0.86713,           0.0096123,           0.0035354,           0.0015435,           0.0017632,           0.0017632,           0.0017632
                 418,             0.01867,           0.0078069,           0.0021311,             0.99703,                   1,               0.995,             0.85367,           0.0098331,           0.0035248,           0.0015424,           0.0017434,           0.0017434,           0.0017434
                 419,            0.017399,           0.0076043,           0.0018709,              0.9972,                   1,               0.995,             0.88259,           0.0087808,           0.0033693,           0.0015317,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015007,           0.0064806,           0.0016942,              0.9972,                   1,               0.995,             0.88259,           0.0087808,           0.0033693,           0.0015317,           0.0017038,           0.0017038,           0.0017038
                 421,            0.016952,           0.0071456,           0.0020146,             0.99732,                   1,               0.995,             0.89385,           0.0083253,           0.0032742,           0.0015263,            0.001684,            0.001684,            0.001684
                 422,            0.015436,           0.0066078,           0.0016955,             0.99728,                   1,               0.995,             0.89797,           0.0079973,             0.00327,           0.0015238,           0.0016642,           0.0016642,           0.0016642
                 423,            0.015583,           0.0058177,           0.0020538,             0.99711,                   1,               0.995,             0.86315,           0.0089917,           0.0033251,           0.0015226,           0.0016444,           0.0016444,           0.0016444
                 424,             0.01643,           0.0066412,           0.0016354,             0.99711,                   1,               0.995,             0.86315,           0.0089917,           0.0033251,           0.0015226,           0.0016246,           0.0016246,           0.0016246
                 425,            0.017232,           0.0066756,           0.0019063,             0.99715,                   1,               0.995,             0.86471,            0.009634,           0.0033291,            0.001519,           0.0016048,           0.0016048,           0.0016048
                 426,            0.017829,           0.0075781,           0.0018814,              0.9972,                   1,               0.995,             0.89472,           0.0084019,           0.0032317,           0.0015109,            0.001585,            0.001585,            0.001585
                 427,            0.016453,            0.005834,           0.0016695,             0.99727,                   1,               0.995,             0.88338,           0.0095637,           0.0033372,           0.0015006,           0.0015652,           0.0015652,           0.0015652
                 428,            0.016927,             0.00615,           0.0017747,             0.99727,                   1,               0.995,             0.88338,           0.0095637,           0.0033372,           0.0015006,           0.0015454,           0.0015454,           0.0015454
                 429,            0.016232,           0.0068532,           0.0016145,             0.99726,                   1,               0.995,             0.87532,           0.0098427,           0.0033389,           0.0014895,           0.0015256,           0.0015256,           0.0015256
                 430,            0.017917,           0.0078298,           0.0020155,               0.997,                   1,               0.995,             0.89044,           0.0085964,           0.0032201,           0.0014846,           0.0015058,           0.0015058,           0.0015058
                 431,            0.017351,           0.0075242,           0.0019619,             0.99691,                   1,               0.995,             0.87431,           0.0097454,           0.0033332,            0.001479,            0.001486,            0.001486,            0.001486
                 432,            0.015273,           0.0060175,           0.0016443,             0.99691,                   1,               0.995,             0.87431,           0.0097454,           0.0033332,            0.001479,           0.0014662,           0.0014662,           0.0014662
                 433,            0.016333,           0.0069347,           0.0017702,             0.99693,                   1,               0.995,             0.87655,           0.0091869,             0.00328,            0.001476,           0.0014464,           0.0014464,           0.0014464
                 434,            0.017518,           0.0057738,           0.0016643,             0.99696,                   1,               0.995,             0.86771,           0.0093037,           0.0032942,           0.0014679,           0.0014266,           0.0014266,           0.0014266
                 435,            0.015192,           0.0069754,           0.0017104,             0.99693,                   1,               0.995,             0.87734,           0.0088973,           0.0032833,           0.0014627,           0.0014068,           0.0014068,           0.0014068
                 436,            0.015429,           0.0058565,           0.0016836,             0.99693,                   1,               0.995,             0.87734,           0.0088973,           0.0032833,           0.0014627,            0.001387,            0.001387,            0.001387
                 437,            0.016218,           0.0052258,           0.0015309,             0.99693,                   1,               0.995,             0.87314,           0.0091877,           0.0033464,           0.0014596,           0.0013672,           0.0013672,           0.0013672
                 438,            0.016604,           0.0063085,           0.0015922,             0.99689,                   1,               0.995,             0.87114,           0.0088277,            0.003315,           0.0014506,           0.0013474,           0.0013474,           0.0013474
                 439,            0.015968,            0.007825,           0.0016967,             0.99683,                   1,               0.995,             0.86418,           0.0090692,           0.0033329,           0.0014425,           0.0013276,           0.0013276,           0.0013276
                 440,            0.016914,           0.0048051,           0.0017125,             0.99683,                   1,               0.995,             0.86418,           0.0090692,           0.0033329,           0.0014425,           0.0013078,           0.0013078,           0.0013078
                 441,            0.018131,           0.0078273,           0.0016334,              0.9968,                   1,               0.995,             0.86244,           0.0088146,           0.0033065,           0.0014369,            0.001288,            0.001288,            0.001288
                 442,            0.016153,           0.0071755,           0.0016882,             0.99683,                   1,               0.995,             0.86154,           0.0094046,           0.0033743,           0.0014285,           0.0012682,           0.0012682,           0.0012682
                 443,            0.015312,           0.0061666,             0.00169,             0.99684,                   1,               0.995,             0.88578,           0.0086572,           0.0032641,           0.0014239,           0.0012484,           0.0012484,           0.0012484
                 444,            0.016853,           0.0059348,             0.00161,             0.99684,                   1,               0.995,             0.88578,           0.0086572,           0.0032641,           0.0014239,           0.0012286,           0.0012286,           0.0012286
                 445,            0.018612,           0.0066824,           0.0023345,             0.99691,                   1,               0.995,             0.87497,            0.008846,           0.0032911,           0.0014171,           0.0012088,           0.0012088,           0.0012088
                 446,            0.017013,           0.0062326,           0.0016757,             0.99698,                   1,               0.995,             0.87048,           0.0093588,           0.0033085,           0.0014074,            0.001189,            0.001189,            0.001189
                 447,            0.016187,           0.0070876,            0.002085,             0.99691,                   1,               0.995,             0.88768,           0.0085455,           0.0031943,           0.0014022,           0.0011692,           0.0011692,           0.0011692
                 448,            0.016132,           0.0057257,           0.0014338,             0.99691,                   1,               0.995,             0.88768,           0.0085455,           0.0031943,           0.0014022,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015092,           0.0065233,           0.0033709,              0.9969,                   1,               0.995,             0.88554,           0.0085265,           0.0031708,           0.0013938,           0.0011296,           0.0011296,           0.0011296
                 450,            0.016079,           0.0065325,           0.0016138,             0.99682,                   1,               0.995,             0.85309,            0.010115,           0.0033439,           0.0013846,           0.0011098,           0.0011098,           0.0011098
                 451,            0.016445,           0.0072797,           0.0016859,             0.99676,                   1,               0.995,             0.87864,           0.0088188,           0.0031721,           0.0013781,             0.00109,             0.00109,             0.00109
                 452,            0.014694,           0.0069693,           0.0015326,             0.99676,                   1,               0.995,             0.87864,           0.0088188,           0.0031721,           0.0013781,           0.0010702,           0.0010702,           0.0010702
                 453,             0.01562,           0.0072991,           0.0015301,             0.99671,                   1,               0.995,               0.875,           0.0086193,           0.0031346,           0.0013726,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013638,           0.0065573,           0.0015915,             0.99667,                   1,               0.995,             0.89154,           0.0082029,           0.0030788,           0.0013708,           0.0010306,           0.0010306,           0.0010306
                 455,              0.0158,           0.0061627,           0.0017663,             0.99665,                   1,               0.995,             0.89018,           0.0086621,           0.0031219,           0.0013664,           0.0010108,           0.0010108,           0.0010108
                 456,            0.015566,           0.0065696,           0.0015652,             0.99665,                   1,               0.995,             0.89018,           0.0086621,           0.0031219,           0.0013664,            0.000991,            0.000991,            0.000991
                 457,            0.015907,           0.0069193,           0.0018553,             0.99666,                   1,               0.995,             0.89096,           0.0085317,            0.003094,           0.0013603,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01521,           0.0075861,           0.0015315,              0.9967,                   1,               0.995,              0.8835,           0.0084035,           0.0031139,           0.0013597,           0.0009514,           0.0009514,           0.0009514
                 459,            0.016282,           0.0068218,           0.0014913,             0.99675,                   1,               0.995,             0.89419,           0.0083817,           0.0030511,           0.0013536,           0.0009316,           0.0009316,           0.0009316
                 460,            0.014517,           0.0066368,           0.0016251,             0.99675,                   1,               0.995,             0.89419,           0.0083817,           0.0030511,           0.0013536,           0.0009118,           0.0009118,           0.0009118
                 461,            0.014977,           0.0056189,           0.0016835,              0.9968,                   1,               0.995,             0.88897,           0.0087741,           0.0030726,           0.0013547,            0.000892,            0.000892,            0.000892
                 462,            0.015362,           0.0073657,           0.0016598,             0.99678,                   1,               0.995,             0.89225,           0.0084583,           0.0030381,           0.0013537,           0.0008722,           0.0008722,           0.0008722
                 463,            0.014744,           0.0064913,           0.0015421,             0.99679,                   1,               0.995,             0.89177,           0.0087764,           0.0030603,           0.0013535,           0.0008524,           0.0008524,           0.0008524
                 464,             0.01514,           0.0063594,            0.001495,             0.99679,                   1,               0.995,             0.89177,           0.0087764,           0.0030603,           0.0013535,           0.0008326,           0.0008326,           0.0008326
                 465,            0.014324,           0.0064017,           0.0014723,             0.99682,                   1,               0.995,             0.89179,           0.0087564,           0.0030608,           0.0013514,           0.0008128,           0.0008128,           0.0008128
                 466,            0.014853,           0.0072583,           0.0018141,             0.99687,                   1,               0.995,             0.88965,           0.0083008,           0.0030178,           0.0013497,            0.000793,            0.000793,            0.000793
                 467,            0.014737,           0.0071566,           0.0016707,             0.99687,                   1,               0.995,             0.89435,           0.0083638,           0.0030221,           0.0013432,           0.0007732,           0.0007732,           0.0007732
                 468,            0.014419,           0.0057448,           0.0015577,             0.99687,                   1,               0.995,             0.89435,           0.0083638,           0.0030221,           0.0013432,           0.0007534,           0.0007534,           0.0007534
                 469,             0.01521,           0.0075945,           0.0015913,             0.99691,                   1,               0.995,             0.89676,           0.0085387,           0.0030462,           0.0013404,           0.0007336,           0.0007336,           0.0007336
                 470,            0.015165,           0.0073518,           0.0015384,             0.99693,                   1,               0.995,             0.89628,           0.0083372,           0.0030302,           0.0013395,           0.0007138,           0.0007138,           0.0007138
                 471,             0.01624,            0.006973,           0.0017819,             0.99688,                   1,               0.995,             0.88452,           0.0083905,           0.0030242,           0.0013344,            0.000694,            0.000694,            0.000694
                 472,            0.015308,           0.0061839,           0.0014839,             0.99688,                   1,               0.995,             0.88452,           0.0083905,           0.0030242,           0.0013344,           0.0006742,           0.0006742,           0.0006742
                 473,             0.01242,           0.0066903,           0.0014717,             0.99691,                   1,               0.995,             0.88237,           0.0083919,           0.0030179,           0.0013325,           0.0006544,           0.0006544,           0.0006544
                 474,            0.014107,           0.0061557,            0.001534,              0.9969,                   1,               0.995,              0.8884,            0.008271,           0.0029967,           0.0013314,           0.0006346,           0.0006346,           0.0006346
                 475,            0.013094,           0.0064788,           0.0016247,              0.9969,                   1,               0.995,             0.89118,           0.0084366,           0.0030111,           0.0013295,           0.0006148,           0.0006148,           0.0006148
                 476,            0.016661,           0.0055215,           0.0022554,              0.9969,                   1,               0.995,             0.89118,           0.0084366,           0.0030111,           0.0013295,            0.000595,            0.000595,            0.000595
                 477,            0.016719,           0.0056077,           0.0016418,             0.99687,                   1,               0.995,             0.89053,           0.0086456,           0.0030374,           0.0013252,           0.0005752,           0.0005752,           0.0005752
                 478,            0.015166,           0.0059598,           0.0015434,             0.99688,                   1,               0.995,             0.89444,           0.0083206,           0.0030042,           0.0013243,           0.0005554,           0.0005554,           0.0005554
                 479,            0.013114,           0.0061026,           0.0014558,             0.99692,                   1,               0.995,              0.8981,           0.0083641,           0.0030019,           0.0013206,           0.0005356,           0.0005356,           0.0005356
                 480,            0.013428,           0.0058487,           0.0014111,             0.99692,                   1,               0.995,              0.8981,           0.0083641,           0.0030019,           0.0013206,           0.0005158,           0.0005158,           0.0005158
                 481,            0.015887,           0.0072598,           0.0016482,             0.99698,                   1,               0.995,             0.89127,           0.0085193,             0.00302,           0.0013172,            0.000496,            0.000496,            0.000496
