               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.032823,           0.0095209,           0.0047709,             0.99165,                   1,               0.995,             0.78626,            0.018265,           0.0046936,           0.0068422,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031555,           0.0092105,           0.0044435,             0.98578,                   1,               0.995,             0.56568,            0.020317,           0.0049328,            0.015616,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031672,           0.0090881,           0.0053079,             0.89306,                0.95,             0.97424,             0.58936,            0.022855,           0.0048217,            0.007919,           0.0068716,           0.0068716,           0.0068716
                 160,            0.035437,           0.0083345,           0.0049322,             0.89306,                0.95,             0.97424,             0.58936,            0.022855,           0.0048217,            0.007919,           0.0068518,           0.0068518,           0.0068518
                 161,             0.03143,            0.009231,           0.0039502,             0.96447,                   1,             0.99262,             0.63146,             0.01887,           0.0046484,           0.0062929,            0.006832,            0.006832,            0.006832
                 162,             0.02803,           0.0095646,           0.0041925,             0.74495,               0.925,             0.87926,             0.58139,            0.023844,             0.00485,           0.0053625,           0.0068122,           0.0068122,           0.0068122
                 163,             0.03142,           0.0084975,           0.0051074,             0.99036,                   1,               0.995,             0.70662,            0.019252,           0.0046839,           0.0045235,           0.0067924,           0.0067924,           0.0067924
                 164,             0.03261,           0.0092602,           0.0039881,             0.99036,                   1,               0.995,             0.70662,            0.019252,           0.0046839,           0.0045235,           0.0067726,           0.0067726,           0.0067726
                 165,            0.028086,              0.0087,           0.0042262,             0.99187,                   1,               0.995,             0.78306,            0.015399,           0.0044275,           0.0040609,           0.0067528,           0.0067528,           0.0067528
                 166,              0.0281,           0.0080758,           0.0045434,             0.88809,                   1,             0.96406,             0.62626,            0.019012,            0.004724,           0.0043785,            0.006733,            0.006733,            0.006733
                 167,            0.029877,           0.0084642,           0.0045079,             0.96844,                   1,             0.99381,             0.57611,            0.021019,            0.004664,           0.0043992,           0.0067132,           0.0067132,           0.0067132
                 168,             0.03508,           0.0096507,           0.0050037,             0.96844,                   1,             0.99381,             0.57611,            0.021019,            0.004664,           0.0043992,           0.0066934,           0.0066934,           0.0066934
                 169,            0.032118,           0.0076831,            0.003954,             0.89494,                   1,             0.98924,             0.68218,            0.022386,           0.0046668,           0.0041252,           0.0066736,           0.0066736,           0.0066736
                 170,            0.032257,           0.0087175,           0.0043376,             0.99173,                   1,               0.995,             0.66135,            0.020749,           0.0045991,           0.0043393,           0.0066538,           0.0066538,           0.0066538
                 171,            0.037428,            0.010638,           0.0070267,              0.9927,                   1,               0.995,             0.63305,            0.020283,           0.0045432,           0.0037913,            0.006634,            0.006634,            0.006634
                 172,            0.032483,           0.0088351,           0.0050976,              0.9927,                   1,               0.995,             0.63305,            0.020283,           0.0045432,           0.0037913,           0.0066142,           0.0066142,           0.0066142
                 173,            0.031197,           0.0092269,           0.0047947,             0.99383,                   1,               0.995,             0.78163,            0.015128,           0.0044261,           0.0037588,           0.0065944,           0.0065944,           0.0065944
                 174,            0.029418,           0.0084034,           0.0058938,             0.99407,                   1,               0.995,             0.64661,            0.022786,           0.0046174,           0.0035998,           0.0065746,           0.0065746,           0.0065746
                 175,            0.031069,           0.0093148,           0.0048521,             0.94953,                   1,               0.995,             0.63824,            0.019401,           0.0046001,            0.003337,           0.0065548,           0.0065548,           0.0065548
                 176,            0.032209,            0.007939,           0.0050456,             0.94953,                   1,               0.995,             0.63824,            0.019401,           0.0046001,            0.003337,            0.006535,            0.006535,            0.006535
                 177,            0.028775,           0.0083173,           0.0042806,             0.99534,                   1,               0.995,             0.71255,             0.01678,           0.0043995,           0.0032458,           0.0065152,           0.0065152,           0.0065152
                 178,            0.027434,           0.0083864,           0.0037503,             0.92139,                   1,             0.98459,              0.6577,            0.019206,           0.0046345,           0.0031487,           0.0064954,           0.0064954,           0.0064954
                 179,            0.030427,           0.0082404,           0.0035403,             0.99403,                   1,               0.995,              0.6864,            0.020339,           0.0045247,           0.0031085,           0.0064756,           0.0064756,           0.0064756
                 180,            0.030507,           0.0082481,           0.0037915,             0.99403,                   1,               0.995,              0.6864,            0.020339,           0.0045247,           0.0031085,           0.0064558,           0.0064558,           0.0064558
                 181,            0.029228,           0.0085059,           0.0039275,             0.99424,                   1,               0.995,             0.71085,            0.017247,           0.0044622,           0.0030713,            0.006436,            0.006436,            0.006436
                 182,            0.028507,           0.0085156,            0.003365,             0.97877,                   1,               0.995,             0.59664,            0.023059,           0.0047173,           0.0030444,           0.0064162,           0.0064162,           0.0064162
                 183,            0.035969,           0.0089912,           0.0034933,             0.99363,                   1,               0.995,             0.67297,            0.018699,            0.004589,           0.0029839,           0.0063964,           0.0063964,           0.0063964
                 184,            0.032611,           0.0088987,           0.0042325,             0.99363,                   1,               0.995,             0.67297,            0.018699,            0.004589,           0.0029839,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027181,           0.0080655,           0.0039348,             0.99323,                   1,               0.995,             0.72947,            0.017845,           0.0045037,           0.0029593,           0.0063568,           0.0063568,           0.0063568
                 186,            0.029218,           0.0087788,           0.0038268,             0.99328,                   1,               0.995,             0.74204,            0.023036,           0.0044963,           0.0029046,            0.006337,            0.006337,            0.006337
                 187,            0.030897,           0.0087138,           0.0036779,             0.99328,                   1,               0.995,             0.57934,            0.022123,            0.004699,           0.0028155,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032711,           0.0087873,           0.0035334,             0.99328,                   1,               0.995,             0.57934,            0.022123,            0.004699,           0.0028155,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028788,           0.0081318,           0.0057003,              0.9954,                   1,               0.995,              0.6663,             0.01844,           0.0044955,           0.0028086,           0.0062776,           0.0062776,           0.0062776
                 190,            0.034653,           0.0093796,           0.0039232,              0.9947,                   1,               0.995,             0.50671,            0.024651,           0.0050833,           0.0028054,           0.0062578,           0.0062578,           0.0062578
                 191,            0.040034,           0.0094135,           0.0037106,             0.99552,                   1,               0.995,             0.76407,            0.015503,           0.0044529,           0.0028011,            0.006238,            0.006238,            0.006238
                 192,            0.023649,           0.0090635,           0.0038163,             0.99552,                   1,               0.995,             0.76407,            0.015503,           0.0044529,           0.0028011,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025278,           0.0088021,           0.0042344,             0.99602,                   1,               0.995,             0.65098,            0.018415,           0.0045823,           0.0027708,           0.0061984,           0.0061984,           0.0061984
                 194,            0.028889,           0.0085846,           0.0049419,             0.99627,                   1,               0.995,              0.6743,            0.018906,           0.0044757,           0.0027294,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028179,           0.0071565,           0.0035579,             0.99659,                   1,               0.995,             0.56737,            0.021467,           0.0045926,           0.0027018,           0.0061588,           0.0061588,           0.0061588
                 196,            0.033783,            0.010055,           0.0040057,             0.99659,                   1,               0.995,             0.56737,            0.021467,           0.0045926,           0.0027018,            0.006139,            0.006139,            0.006139
                 197,            0.029261,           0.0090352,           0.0039336,             0.98427,                   1,               0.995,             0.64225,             0.01985,           0.0045024,           0.0026742,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027397,           0.0076337,            0.003391,             0.99515,                   1,               0.995,             0.66545,             0.01723,           0.0044028,           0.0026419,           0.0060994,           0.0060994,           0.0060994
                 199,            0.029666,           0.0084114,           0.0046757,             0.99506,                   1,               0.995,             0.61482,             0.02484,           0.0047514,           0.0026435,           0.0060796,           0.0060796,           0.0060796
                 200,              0.0311,           0.0082952,           0.0039485,             0.99506,                   1,               0.995,             0.61482,             0.02484,           0.0047514,           0.0026435,           0.0060598,           0.0060598,           0.0060598
                 201,            0.029852,           0.0071322,           0.0047468,             0.99504,                   1,               0.995,             0.73697,            0.020295,            0.004435,           0.0026346,             0.00604,             0.00604,             0.00604
                 202,             0.03041,           0.0078572,           0.0035854,             0.99483,                   1,               0.995,             0.67902,            0.019505,           0.0045757,           0.0026043,           0.0060202,           0.0060202,           0.0060202
                 203,            0.029428,           0.0074195,           0.0043137,             0.96738,               0.975,             0.97886,             0.54357,            0.024481,           0.0048595,            0.002575,           0.0060004,           0.0060004,           0.0060004
                 204,             0.03168,           0.0073922,           0.0034934,             0.96738,               0.975,             0.97886,             0.54357,            0.024481,           0.0048595,            0.002575,           0.0059806,           0.0059806,           0.0059806
                 205,            0.028244,           0.0080502,           0.0033093,             0.92871,                   1,             0.99049,             0.64872,            0.020336,           0.0046314,           0.0025916,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029958,           0.0085669,           0.0034258,             0.99481,                   1,               0.995,             0.60962,            0.020632,           0.0046582,            0.002662,            0.005941,            0.005941,            0.005941
                 207,             0.03466,           0.0090229,           0.0034278,             0.99533,                   1,               0.995,             0.70393,            0.016431,           0.0044395,           0.0027188,           0.0059212,           0.0059212,           0.0059212
                 208,            0.028315,            0.007817,           0.0036782,             0.99533,                   1,               0.995,             0.70393,            0.016431,           0.0044395,           0.0027188,           0.0059014,           0.0059014,           0.0059014
                 209,            0.024967,           0.0087128,           0.0037021,             0.99606,                   1,               0.995,             0.75607,            0.014485,            0.004264,           0.0027362,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023925,           0.0093604,           0.0032545,             0.99619,                   1,               0.995,             0.68285,             0.01677,           0.0042621,           0.0027224,           0.0058618,           0.0058618,           0.0058618
                 211,            0.029713,           0.0091855,           0.0035376,             0.99678,                   1,               0.995,             0.69995,            0.021297,           0.0044091,           0.0027251,            0.005842,            0.005842,            0.005842
                 212,              0.0324,            0.010768,           0.0036349,             0.99678,                   1,               0.995,             0.69995,            0.021297,           0.0044091,           0.0027251,           0.0058222,           0.0058222,           0.0058222
                 213,            0.028584,           0.0081794,           0.0052755,             0.99686,                   1,               0.995,             0.77356,            0.017827,           0.0043108,           0.0027596,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026371,           0.0077686,           0.0034883,             0.99665,                   1,               0.995,             0.69058,            0.018107,           0.0043552,           0.0027925,           0.0057826,           0.0057826,           0.0057826
                 215,             0.02546,           0.0097491,           0.0034109,             0.99509,                   1,               0.995,             0.65601,            0.019183,           0.0043541,           0.0028053,           0.0057628,           0.0057628,           0.0057628
                 216,            0.031091,           0.0085698,           0.0037198,             0.99509,                   1,               0.995,             0.65601,            0.019183,           0.0043541,           0.0028053,            0.005743,            0.005743,            0.005743
                 217,            0.026627,           0.0087221,           0.0031471,             0.89784,                   1,             0.98914,             0.73587,            0.016119,           0.0042413,           0.0028288,           0.0057232,           0.0057232,           0.0057232
                 218,            0.030757,            0.008395,            0.003145,             0.82895,                   1,             0.98003,             0.66213,             0.02015,           0.0044531,           0.0028396,           0.0057034,           0.0057034,           0.0057034
                 219,             0.02962,           0.0095096,           0.0041156,             0.99596,                   1,               0.995,              0.7528,            0.016817,           0.0042753,           0.0028525,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028417,           0.0090065,           0.0031437,             0.99596,                   1,               0.995,              0.7528,            0.016817,           0.0042753,           0.0028525,           0.0056638,           0.0056638,           0.0056638
                 221,            0.026094,           0.0077427,           0.0036034,             0.99583,                   1,               0.995,             0.77294,            0.016524,           0.0042869,           0.0028383,            0.005644,            0.005644,            0.005644
                 222,            0.023627,           0.0074541,           0.0036118,             0.99574,                   1,               0.995,              0.6954,            0.016937,           0.0043394,           0.0028124,           0.0056242,           0.0056242,           0.0056242
                 223,            0.028961,           0.0081956,           0.0032953,             0.99549,                   1,               0.995,             0.68974,            0.018493,           0.0044947,           0.0028009,           0.0056044,           0.0056044,           0.0056044
                 224,            0.030147,           0.0092395,           0.0032374,             0.99549,                   1,               0.995,             0.68974,            0.018493,           0.0044947,           0.0028009,           0.0055846,           0.0055846,           0.0055846
                 225,            0.025549,           0.0079645,            0.004096,             0.99578,                   1,               0.995,             0.71032,            0.016847,            0.004383,           0.0027907,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02834,           0.0078798,           0.0032742,             0.99686,                   1,               0.995,             0.65714,            0.019531,           0.0042907,           0.0027474,            0.005545,            0.005545,            0.005545
                 227,            0.029098,           0.0071509,           0.0030844,             0.99644,                   1,               0.995,             0.70312,            0.017637,           0.0042529,           0.0027124,           0.0055252,           0.0055252,           0.0055252
                 228,             0.03001,           0.0076158,            0.003701,             0.99644,                   1,               0.995,             0.70312,            0.017637,           0.0042529,           0.0027124,           0.0055054,           0.0055054,           0.0055054
                 229,            0.025965,           0.0076578,           0.0032942,             0.99634,                   1,               0.995,             0.75056,             0.01499,           0.0042094,           0.0026769,           0.0054856,           0.0054856,           0.0054856
                 230,            0.024689,           0.0079691,           0.0033713,             0.99663,                   1,               0.995,             0.62137,            0.021238,           0.0043143,           0.0026058,           0.0054658,           0.0054658,           0.0054658
                 231,            0.033699,           0.0085956,           0.0038962,             0.99612,                   1,               0.995,             0.77011,            0.013912,           0.0042007,            0.002632,            0.005446,            0.005446,            0.005446
                 232,            0.025645,           0.0084295,           0.0036006,             0.99612,                   1,               0.995,             0.77011,            0.013912,           0.0042007,            0.002632,           0.0054262,           0.0054262,           0.0054262
                 233,            0.025488,           0.0073753,           0.0032592,             0.99598,                   1,               0.995,             0.75524,            0.014835,           0.0042513,           0.0026119,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023385,           0.0077295,           0.0029194,             0.99585,                   1,               0.995,             0.79258,            0.015129,           0.0041528,           0.0025984,           0.0053866,           0.0053866,           0.0053866
                 235,            0.023565,            0.007612,           0.0035528,             0.99578,                   1,               0.995,             0.80067,            0.019029,           0.0043316,           0.0025832,           0.0053668,           0.0053668,           0.0053668
                 236,            0.030248,           0.0078356,           0.0037412,             0.99578,                   1,               0.995,             0.80067,            0.019029,           0.0043316,           0.0025832,            0.005347,            0.005347,            0.005347
                 237,            0.026366,            0.008149,           0.0030727,             0.99634,                   1,               0.995,             0.83522,            0.017297,           0.0042586,           0.0025725,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024005,           0.0079035,           0.0034448,             0.99686,                   1,               0.995,             0.82378,              0.0149,           0.0040445,            0.002561,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025275,           0.0090304,           0.0028577,             0.97477,                   1,               0.995,             0.77032,            0.017512,           0.0042629,           0.0025327,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027719,           0.0081491,           0.0028613,             0.97477,                   1,               0.995,             0.77032,            0.017512,           0.0042629,           0.0025327,           0.0052678,           0.0052678,           0.0052678
                 241,            0.027803,           0.0072653,           0.0030704,             0.99712,                   1,               0.995,             0.79285,            0.016739,           0.0041153,           0.0025299,            0.005248,            0.005248,            0.005248
                 242,            0.025683,           0.0091236,           0.0031304,             0.99696,                   1,               0.995,             0.77215,            0.018322,           0.0042285,           0.0025196,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026537,           0.0074846,           0.0032323,             0.99676,                   1,               0.995,             0.75298,            0.016353,           0.0042076,           0.0025586,           0.0052084,           0.0052084,           0.0052084
                 244,            0.028046,           0.0073727,           0.0049252,             0.99676,                   1,               0.995,             0.75298,            0.016353,           0.0042076,           0.0025586,           0.0051886,           0.0051886,           0.0051886
                 245,            0.022546,           0.0069772,           0.0034128,             0.99626,                   1,               0.995,             0.82203,            0.015364,           0.0040849,           0.0025529,           0.0051688,           0.0051688,           0.0051688
                 246,            0.026549,           0.0066847,            0.003691,             0.99653,                   1,               0.995,             0.80374,            0.015915,           0.0040765,           0.0025385,            0.005149,            0.005149,            0.005149
                 247,            0.026563,           0.0090218,           0.0037627,             0.99649,                   1,               0.995,             0.80789,            0.017163,            0.004206,           0.0025437,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024983,           0.0085813,           0.0030288,             0.99649,                   1,               0.995,             0.80789,            0.017163,            0.004206,           0.0025437,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024922,            0.007214,           0.0039401,             0.99554,                   1,               0.995,             0.83592,            0.015795,           0.0041023,           0.0025468,           0.0050896,           0.0050896,           0.0050896
                 250,             0.02695,            0.011195,           0.0037599,              0.9952,                   1,               0.995,             0.75046,            0.017096,           0.0042363,           0.0025381,           0.0050698,           0.0050698,           0.0050698
                 251,            0.028168,           0.0075621,           0.0034896,              0.9955,                   1,               0.995,             0.71192,            0.016186,           0.0040269,           0.0025326,             0.00505,             0.00505,             0.00505
                 252,            0.028213,           0.0081036,           0.0033257,              0.9955,                   1,               0.995,             0.71192,            0.016186,           0.0040269,           0.0025326,           0.0050302,           0.0050302,           0.0050302
                 253,            0.023066,            0.008409,           0.0030515,             0.99541,                   1,               0.995,             0.80662,            0.013277,           0.0039221,           0.0025267,           0.0050104,           0.0050104,           0.0050104
                 254,            0.022985,           0.0076138,           0.0032057,             0.99614,                   1,               0.995,             0.67801,            0.017274,            0.004052,           0.0024753,           0.0049906,           0.0049906,           0.0049906
                 255,            0.024725,           0.0069206,           0.0029767,              0.9966,                   1,               0.995,             0.80898,            0.015319,           0.0040132,             0.00249,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025935,           0.0083807,           0.0030456,              0.9966,                   1,               0.995,             0.80898,            0.015319,           0.0040132,             0.00249,            0.004951,            0.004951,            0.004951
                 257,             0.02371,           0.0072748,           0.0031154,             0.99689,                   1,               0.995,             0.80951,            0.013927,           0.0038942,           0.0024682,           0.0049312,           0.0049312,           0.0049312
                 258,            0.022168,           0.0072981,           0.0028244,             0.99641,                   1,               0.995,             0.77601,            0.016765,           0.0040788,           0.0024121,           0.0049114,           0.0049114,           0.0049114
                 259,            0.027409,           0.0082073,           0.0028714,             0.99626,                   1,               0.995,             0.80033,            0.015317,           0.0039693,            0.002415,           0.0048916,           0.0048916,           0.0048916
                 260,            0.027143,           0.0070546,           0.0032132,             0.99626,                   1,               0.995,             0.80033,            0.015317,           0.0039693,            0.002415,           0.0048718,           0.0048718,           0.0048718
                 261,            0.025215,           0.0067028,           0.0029888,             0.99626,                   1,               0.995,             0.77921,            0.015782,           0.0039926,           0.0023887,            0.004852,            0.004852,            0.004852
                 262,            0.027242,           0.0087359,           0.0030817,             0.99583,                   1,               0.995,             0.77499,            0.017363,           0.0041371,           0.0023609,           0.0048322,           0.0048322,           0.0048322
                 263,            0.024543,           0.0077159,           0.0029182,             0.99693,                   1,               0.995,             0.78645,            0.016357,           0.0040174,           0.0023742,           0.0048124,           0.0048124,           0.0048124
                 264,            0.026763,           0.0079636,           0.0031342,             0.99693,                   1,               0.995,             0.78645,            0.016357,           0.0040174,           0.0023742,           0.0047926,           0.0047926,           0.0047926
                 265,             0.02401,            0.008348,           0.0030378,             0.99681,                   1,               0.995,             0.84386,             0.01554,           0.0039576,           0.0023839,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020902,           0.0084917,           0.0031009,             0.99655,                   1,               0.995,             0.75185,            0.016044,           0.0040846,           0.0023749,            0.004753,            0.004753,            0.004753
                 267,            0.024192,           0.0090582,           0.0030071,             0.99642,                   1,               0.995,             0.73362,            0.015882,            0.004053,           0.0023779,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030433,           0.0082753,           0.0047994,             0.99642,                   1,               0.995,             0.73362,            0.015882,            0.004053,           0.0023779,           0.0047134,           0.0047134,           0.0047134
                 269,            0.024712,           0.0072671,           0.0030213,              0.9965,                   1,               0.995,             0.78989,            0.013807,           0.0039283,           0.0023814,           0.0046936,           0.0046936,           0.0046936
                 270,            0.024318,           0.0081128,           0.0029589,             0.99637,                   1,               0.995,             0.66485,              0.0199,           0.0042955,           0.0023586,           0.0046738,           0.0046738,           0.0046738
                 271,            0.029653,           0.0074891,           0.0034972,             0.99645,                   1,               0.995,             0.80653,             0.01525,           0.0040049,           0.0023676,            0.004654,            0.004654,            0.004654
                 272,            0.027618,           0.0072215,           0.0031581,             0.99645,                   1,               0.995,             0.80653,             0.01525,           0.0040049,           0.0023676,           0.0046342,           0.0046342,           0.0046342
                 273,            0.023161,           0.0082365,           0.0028073,             0.99645,                   1,               0.995,             0.80298,            0.013858,           0.0039722,           0.0023681,           0.0046144,           0.0046144,           0.0046144
                 274,            0.022817,           0.0074063,           0.0029354,             0.99663,                   1,               0.995,             0.80467,            0.015224,           0.0039794,           0.0023423,           0.0045946,           0.0045946,           0.0045946
                 275,            0.027167,           0.0080091,           0.0054435,             0.99667,                   1,               0.995,             0.71511,            0.016069,           0.0041376,           0.0023379,           0.0045748,           0.0045748,           0.0045748
                 276,            0.025666,           0.0098036,           0.0028297,             0.99667,                   1,               0.995,             0.71511,            0.016069,           0.0041376,           0.0023379,            0.004555,            0.004555,            0.004555
                 277,             0.02392,           0.0089119,           0.0038942,             0.99656,                   1,               0.995,             0.74132,             0.01389,           0.0039921,           0.0023229,           0.0045352,           0.0045352,           0.0045352
                 278,            0.024602,           0.0083756,           0.0039124,             0.99653,                   1,               0.995,             0.72334,            0.015837,           0.0040922,           0.0023006,           0.0045154,           0.0045154,           0.0045154
                 279,            0.027449,           0.0084392,           0.0031409,             0.99662,                   1,               0.995,             0.79971,            0.013165,           0.0039196,           0.0022905,           0.0044956,           0.0044956,           0.0044956
                 280,             0.02488,           0.0070167,           0.0041577,             0.99662,                   1,               0.995,             0.79971,            0.013165,           0.0039196,           0.0022905,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023158,           0.0088991,           0.0046893,             0.99644,                   1,               0.995,             0.80152,            0.012029,           0.0038476,            0.002278,            0.004456,            0.004456,            0.004456
                 282,            0.020645,           0.0075503,           0.0030603,             0.99616,                   1,               0.995,             0.81111,            0.015066,           0.0039486,           0.0022522,           0.0044362,           0.0044362,           0.0044362
                 283,            0.025602,           0.0082314,           0.0028273,             0.99623,                   1,               0.995,              0.7623,            0.014614,           0.0040487,           0.0022685,           0.0044164,           0.0044164,           0.0044164
                 284,            0.028847,           0.0082551,           0.0044176,             0.99623,                   1,               0.995,              0.7623,            0.014614,           0.0040487,           0.0022685,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022767,           0.0074947,           0.0030914,             0.99658,                   1,               0.995,               0.789,            0.012541,           0.0038466,           0.0022558,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023666,           0.0076153,           0.0029901,             0.99585,                   1,               0.995,             0.73895,            0.015927,           0.0040521,           0.0022105,            0.004357,            0.004357,            0.004357
                 287,            0.026178,            0.008624,           0.0027002,              0.9971,                   1,               0.995,             0.85856,            0.012292,           0.0037383,           0.0022259,           0.0043372,           0.0043372,           0.0043372
                 288,            0.025217,           0.0077175,           0.0035758,              0.9971,                   1,               0.995,             0.85856,            0.012292,           0.0037383,           0.0022259,           0.0043174,           0.0043174,           0.0043174
                 289,             0.02191,           0.0078589,           0.0024953,             0.99697,                   1,               0.995,             0.83175,            0.013069,           0.0037403,            0.002227,           0.0042976,           0.0042976,           0.0042976
                 290,            0.022613,           0.0073407,           0.0024543,             0.99685,                   1,               0.995,              0.8295,            0.012492,           0.0037826,           0.0022283,           0.0042778,           0.0042778,           0.0042778
                 291,            0.024532,           0.0077605,           0.0024474,             0.99697,                   1,               0.995,             0.80678,             0.01385,           0.0039787,           0.0022127,            0.004258,            0.004258,            0.004258
                 292,            0.024788,            0.007369,           0.0078103,             0.99697,                   1,               0.995,             0.80678,             0.01385,           0.0039787,           0.0022127,           0.0042382,           0.0042382,           0.0042382
                 293,            0.023096,           0.0074115,           0.0039953,             0.99697,                   1,               0.995,             0.84268,            0.011957,           0.0038357,           0.0022172,           0.0042184,           0.0042184,           0.0042184
                 294,             0.02379,           0.0083909,           0.0025268,             0.99629,                   1,               0.995,             0.74088,            0.018059,           0.0041283,           0.0022075,           0.0041986,           0.0041986,           0.0041986
                 295,            0.028245,           0.0084281,           0.0027173,             0.99685,                   1,               0.995,             0.84381,            0.013225,            0.003824,           0.0022024,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022473,           0.0082039,           0.0025255,             0.99685,                   1,               0.995,             0.84381,            0.013225,            0.003824,           0.0022024,            0.004159,            0.004159,            0.004159
                 297,            0.021387,           0.0076221,             0.00278,             0.99681,                   1,               0.995,             0.84295,            0.012433,            0.003747,           0.0022017,           0.0041392,           0.0041392,           0.0041392
                 298,            0.019628,           0.0071488,           0.0025475,             0.99656,                   1,               0.995,             0.82381,            0.012261,           0.0037947,           0.0021859,           0.0041194,           0.0041194,           0.0041194
                 299,            0.019757,           0.0081934,            0.003007,             0.99691,                   1,               0.995,             0.84041,            0.013089,           0.0037865,           0.0021546,           0.0040996,           0.0040996,           0.0040996
                 300,            0.023975,           0.0069547,           0.0024719,             0.99691,                   1,               0.995,             0.84041,            0.013089,           0.0037865,           0.0021546,           0.0040798,           0.0040798,           0.0040798
                 301,            0.019627,           0.0079589,           0.0025862,             0.99697,                   1,               0.995,             0.85199,            0.012521,           0.0037019,           0.0021272,             0.00406,             0.00406,             0.00406
                 302,             0.01978,           0.0070489,           0.0025656,             0.99683,                   1,               0.995,             0.82881,            0.013748,           0.0037644,           0.0020954,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022117,            0.008289,             0.00304,              0.9971,                   1,               0.995,             0.81807,            0.014261,           0.0038806,           0.0020925,           0.0040204,           0.0040204,           0.0040204
                 304,            0.024131,           0.0079899,            0.002599,              0.9971,                   1,               0.995,             0.81807,            0.014261,           0.0038806,           0.0020925,           0.0040006,           0.0040006,           0.0040006
                 305,            0.022342,           0.0070963,           0.0026734,             0.99713,                   1,               0.995,             0.82689,            0.013801,           0.0038255,           0.0020913,           0.0039808,           0.0039808,           0.0039808
                 306,             0.02448,           0.0086768,           0.0025728,             0.99697,                   1,               0.995,             0.77779,             0.01527,           0.0039109,           0.0020702,            0.003961,            0.003961,            0.003961
                 307,            0.023452,           0.0087445,           0.0031518,             0.99709,                   1,               0.995,             0.79539,            0.013051,           0.0037506,           0.0020799,           0.0039412,           0.0039412,           0.0039412
                 308,              0.0226,           0.0074302,           0.0025128,             0.99709,                   1,               0.995,             0.79539,            0.013051,           0.0037506,           0.0020799,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021615,           0.0073625,           0.0028302,             0.99697,                   1,               0.995,             0.86411,            0.011134,           0.0035964,           0.0020829,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018842,           0.0070982,           0.0027487,             0.99706,                   1,               0.995,             0.84367,            0.012814,           0.0036941,           0.0020684,           0.0038818,           0.0038818,           0.0038818
                 311,            0.019721,           0.0072902,           0.0030837,             0.99697,                   1,               0.995,             0.81635,            0.015594,           0.0038587,           0.0020664,            0.003862,            0.003862,            0.003862
                 312,            0.026127,           0.0084931,           0.0027394,             0.99697,                   1,               0.995,             0.81635,            0.015594,           0.0038587,           0.0020664,           0.0038422,           0.0038422,           0.0038422
                 313,            0.022795,           0.0074446,            0.002484,             0.99697,                   1,               0.995,             0.82273,            0.014929,           0.0038222,           0.0020726,           0.0038224,           0.0038224,           0.0038224
                 314,             0.02201,            0.006733,           0.0030514,             0.99692,                   1,               0.995,             0.77389,            0.015325,           0.0039263,           0.0020699,           0.0038026,           0.0038026,           0.0038026
                 315,            0.024828,           0.0071417,            0.003084,             0.99669,                   1,               0.995,             0.83851,            0.015203,           0.0038541,           0.0020799,           0.0037828,           0.0037828,           0.0037828
                 316,            0.023903,           0.0082017,           0.0023796,             0.99669,                   1,               0.995,             0.83851,            0.015203,           0.0038541,           0.0020799,            0.003763,            0.003763,            0.003763
                 317,            0.021062,           0.0072206,           0.0024208,             0.99687,                   1,               0.995,             0.85528,            0.014118,           0.0037357,           0.0020863,           0.0037432,           0.0037432,           0.0037432
                 318,            0.022112,           0.0070947,           0.0026135,              0.9968,                   1,               0.995,             0.84454,            0.013764,           0.0037907,            0.002072,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021085,           0.0083882,           0.0029891,             0.99658,                   1,               0.995,             0.82658,             0.01334,           0.0036218,           0.0020807,           0.0037036,           0.0037036,           0.0037036
